id,name,brand,category,editorialStatus,qualityLevel,sourceCoverage,officialProductPage,officialSourceType,sourceCount,lastVerified,currentStatus,actualUse,priority5,claimRisk,severity,missingFields,nextAction,internalLinks,columnLinks,ranking,priorityScore,priorityReason
76,LANCÔME ジェニフィック アドバンスト N,ランコム,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,10,内部リンク7件・編集部参考指標4.6以上
77,NUMBUZIN 5番 ハリツヤ濃縮 TXAアンプル,numbuzin,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,10,0,false,10,内部リンク10件
78,skinfood ロイヤルハニー プロポリスエンリッチエッセンス,SKINFOOD,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
79,コーセー 雪肌精 クリアウェルネス ピュア コンク,コーセー,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,8,0,false,8,内部リンク8件
80,クリニーク モイスチャー サージ 100H,クリニーク,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
81,DUO ザ クレンジングバーム,プレミアアンチエイジング,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
82,ビオデルマ サンシビオ エイチツーオー D,ビオデルマ,洗顔,editorial,C,partial,,official-brand,2,2026-08-10,status_unknown,false,true,ingredient_tag_not_officially_verified,Low,product_specific_official_page | verified_ingredients | current_status,"不足項目を公式情報で確認: product_specific_official_page, verified_ingredients, current_status",9,0,false,9,内部リンク9件
83,ペアアクネ クリーミーフォーム,ライオン,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
84,ジルスチュアート リラックス ボディローション,ジルスチュアート,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,6,0,false,6,内部リンク6件
85,THREE バランシング クレンジングオイル,THREE,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
86,ALBION エクサージュ モイスト フルエッセンス ローション,アルビオン,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,12,内部リンク9件・編集部参考指標4.6以上
87,キュレル ディープモイスチャースプレー,キュレル,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,15,3,false,27,コラムリンク3件・内部リンク15件
88,オードムーゲ 薬用ローション,小林製薬,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
89,ハトムギ保湿ジェル,イミュ,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,11,1,false,15,コラムリンク1件・内部リンク11件
90,ANUA ナイアシンアミド10% + TXA4% セラム,Anua,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,14,2,false,22,コラムリンク2件・内部リンク14件
91,キールズ アイ トリートメント AV,キールズ,アイケア,editorial,A,complete,https://www.kiehls.jp/skincare/face-product/face-eye/creamy-eye-treatment-with-avocado/3700194714413.html,official-product,1,2026-08-10,current,false,true,none,Low,,定期的に公式URLと商品状態を再確認,22,0,false,20,内部リンク22件
92,Fujifilm アスタリフト ジェリー アクアリスタ,富士フイルム,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,1,false,16,コラムリンク1件・内部リンク9件・編集部参考指標4.6以上
93,ONE BY KOSE メラノショット ホワイト D,コーセー,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,8,0,false,8,内部リンク8件
94,ドゥーオーガニック クオリティ セラム モイスト,ドゥーオーガニック,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
95,CNP Laboratory プロポリス アンプルミスト,CNP,化粧水,editorial,A,complete,https://cnp-laboratory.jp/item/99/,official-product,1,2026-08-10,current,false,true,none,Low,,定期的に公式URLと商品状態を再確認,7,0,false,7,内部リンク7件
96,Mediheal マデカソ シカ アンプル,MEDIHEAL,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
97,ETVOS モイスチャライジングセラム,エトヴォス,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
98,KIEHL'S ウルトラ フェイシャル クリーム,キールズ,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
99,無印良品 エイジングケア美容液,無印良品,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,8,0,false,8,内部リンク8件
100,rom&nd グラスティング ウォーター ティント,rom&nd,アイケア,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,6,0,false,6,内部リンク6件
101,CLINIQUE 拭き取り化粧水 クラリファイングローション,クリニーク,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
102,キュレル 皮脂トラブルケア 保湿ジェル,キュレル,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,1,false,13,コラムリンク1件・内部リンク9件
103,THE ORDINARY ナイアシンアミド 10% + Zinc 1%,The Ordinary,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,13,2,false,21,コラムリンク2件・内部リンク13件
104,THE ORDINARY ハイアルロニックアシッド 2% + B5,The Ordinary,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,8,0,false,8,内部リンク8件
105,LANEIGE ウォーター スリーピング マスク EX,LANEIGE,パック・マスク,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,12,2,false,20,コラムリンク2件・内部リンク12件
106,LANEIGE リップ スリーピング マスク,LANEIGE,アイケア,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,6,0,false,9,内部リンク6件・編集部参考指標4.6以上
107,ちふれ 美容液 ノンアルコールタイプ,ちふれ,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
108,シロジャム,NACOL,アイケア,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,6,0,false,6,内部リンク6件
109,Bioré UV アスリズム スキンプロテクトエッセンス,花王,日焼け止め,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status | spf | pa | uv_water_resistance,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,10,0,false,13,内部リンク10件・編集部参考指標4.6以上
110,ALLIE クロノビューティ ジェルUV EX,カネボウ,日焼け止め,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status | spf | pa | uv_water_resistance,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,11,1,false,15,コラムリンク1件・内部リンク11件
111,コーセー サンカット パーフェクトUV スプレー,コーセー,日焼け止め,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status | spf | pa | uv_water_resistance,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
112,キュレル UVカット デイバリア UVローション,キュレル,日焼け止め,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status | spf | pa | uv_water_resistance,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,13,4,false,29,コラムリンク4件・内部リンク13件
113,無印良品 日焼け止めミルク SPF50+,無印良品,日焼け止め,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status | spf | pa | uv_water_resistance,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,11,2,false,19,コラムリンク2件・内部リンク11件
114,ファシオ パーマネントカール マスカラ,コーセー,アイケア,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,6,0,false,6,内部リンク6件
115,CipiCipi グリッターイルミネーションライナー,CipiCipi,アイケア,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,6,0,false,6,内部リンク6件
116,Torriden セルメイジング クリーム,Torriden,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
117,ドクターシーラボ アクアコラーゲンゲル スーパーモイスチャー,ドクターシーラボ,保湿クリーム,editorial,B,mostly_complete,,official-successor,1,2026-08-10,legacy,false,true,none,Low,product_specific_official_page,掲載世代と現行品の対応を再確認し、旧製品案内を維持,10,0,false,10,内部リンク10件
118,PERFECT ONE モイスチャージェル,新日本製薬,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,8,0,false,8,内部リンク8件
119,資生堂 dプログラム 薬用 スキンケアベース CC,資生堂,日焼け止め,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status | spf | pa | uv_water_resistance,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,2,false,17,コラムリンク2件・内部リンク9件
120,ロート製薬 ハダラボ 極潤 αクリーム,ロート製薬,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,10,0,false,10,内部リンク10件
121,Innisfree レチノール シカ アンプル,イニスフリー,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,15,4,false,31,コラムリンク4件・内部リンク15件
122,ラロッシュポゼ シカプラスト バーム B5+,ラロッシュポゼ,保湿クリーム,editorial,A,complete,https://www.laroche-posay.jp/product/cicaplast-baume-b5.html,official-product,1,2026-08-10,current,false,true,none,Low,usage,不足項目を公式情報で確認: usage,11,1,true,30,ランキング導線あり・コラムリンク1件・内部リンク11件・編集部参考指標4.6以上
123,FEMMUE ルミエール ヴァイタルC,FEMMUE,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,10,0,false,10,内部リンク10件
124,コスメデコルテ リポソーム アドバンスト リペアセラム,コーセー,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,true,24,ランキング導線あり・内部リンク9件・編集部参考指標4.6以上
125,ナイアード ガスールパウダー,ナイアード,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,1,false,13,コラムリンク1件・内部リンク9件
126,Heatherm ヒアルロン酸 原液,Heatherm,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
127,MISSHA タイムレボリューション ナイトリペア アンプル,MISSHA,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
128,ALOBABY ミルクローション,ALOBABY,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,8,0,false,8,内部リンク8件
129,UNO ホイップウォッシュ,資生堂,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,10,3,false,22,コラムリンク3件・内部リンク10件
130,ettusais エテュセ 薬用 アクネ ジェルクリーム,エテュセ,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,8,0,false,8,内部リンク8件
131,KOSE クリアターン プリンセスヴェール モーニングスキンケアマスク,コーセー,パック・マスク,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
132,Abib ガムシートマスク ドクダミカーミング,Abib,パック・マスク,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
133,SANA なめらか本舗 リンクル化粧水 N,常盤薬品,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,10,3,false,22,コラムリンク3件・内部リンク10件
134,ロート製薬 50の恵 養潤液,ロート製薬,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
135,DHC 薬用ディープクレンジングオイル,DHC,洗顔,editorial,B,mostly_complete,,official-brand | official-pdf,2,2026-08-10,status_unknown,false,true,none,Low,product_specific_official_page | usage | current_status,"不足項目を公式情報で確認: product_specific_official_page, usage, current_status",9,0,false,9,内部リンク9件
136,KISO ヒアルロン酸 原液,KISO,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
137,Saborino 目ざまシート,スタイリングライフ,パック・マスク,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
138,ロクシタン シア ハンドクリーム,ロクシタン,アイケア,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,10,内部リンク7件・編集部参考指標4.6以上
139,メンソレータム アクネス 薬用クリーム洗顔,ロート製薬,洗顔,editorial,D,insufficient,,,0,,status_unknown,true,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,13,0,false,29,内部リンク13件・編集部実使用商品
140,THREE バランシング SO オイル,THREE,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,8,0,false,8,内部リンク8件
141,ハーバー 高品位スクワラン,ハーバー,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,true,24,ランキング導線あり・内部リンク9件・編集部参考指標4.6以上
142,コーセー 米肌 活潤リフト クリーム,コーセー,保湿クリーム,editorial,A,complete,https://maihada.jp/site/g/gPREC/,official-product,1,2026-08-10,current,false,true,none,Low,,定期的に公式URLと商品状態を再確認,11,0,false,11,内部リンク11件
143,dasique シャドウパレット,dasique,アイケア,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,6,0,false,6,内部リンク6件
144,Anua 桃70% ナイアシン セラム,Anua,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
145,ロート製薬 ケアセラ APフェイス＆ボディ乳液,ロート製薬,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
146,ファンケル エンリッチプラス 化粧液 II,ファンケル,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
147,エスティローダー マイクロ エッセンス ローション,エスティローダー,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
148,Tatcha ザ デューイ スキン クリーム,Tatcha,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
149,CICABIO クリーム,ビオデルマ,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
150,無印良品 クリアケア化粧水,無印良品,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
151,キュレル リップケア クリーム,キュレル,アイケア,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,6,0,false,6,内部リンク6件
152,ロレアルパリ レビタリフト ファーミング セラム,ロレアル,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
153,VT リードルショット 100,VT Cosmetics,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,10,0,false,10,内部リンク10件
